yr,i,m,Value
2012,mot,trn,1.76432E-12
2012,mot,trd,1.78087E-12
2012,adm,trn,1.7707E-12
2012,adm,trd,1.78729E-12
2012,soc,trn,1.7615E-12
2012,soc,trd,1.77799E-12
2012,alt,trn,1.75537E-12
2012,alt,trd,1.77174E-12
2012,pmt,trn,1.76033E-12
2012,pmt,trd,1.77682E-12
2012,trk,trn,251.1437325
2012,trk,trd,1.79442E-12
2012,fdd,trn,1.7691E-12
2012,fdd,trd,1.78571E-12
2012,gmt,trn,1.76371E-12
2012,gmt,trd,162.864095
2012,wtt,trn,19.01379924
2012,wtt,trd,1.80504E-12
2012,wpd,trn,1.75677E-12
2012,wpd,trd,1.77319E-12
2012,wht,trn,1.76396E-12
2012,wht,trd,1369.184714
2012,wrh,trn,1.76548E-12
2012,wrh,trd,1.78202E-12
2012,ott,trn,1.76611E-12
2012,ott,trd,640.8966263
2012,che,trn,1.76682E-12
2012,che,trd,1.78338E-12
2012,air,trn,4.009188174
2012,air,trd,1.78821E-12
2012,mmf,trn,1.76277E-12
2012,mmf,trd,1.77928E-12
2012,otr,trn,2.608319085
2012,otr,trd,1.78377E-12
2012,min,trn,1.77129E-12
2012,min,trd,1.78791E-12
2013,ppd,trn,6.70083E-12
2013,ppd,trd,6.75933E-12
2013,res,trn,6.68531E-12
2013,res,trd,6.74359E-12
2013,com,trn,6.68437E-12
2013,com,trd,6.74258E-12
2013,amb,trn,6.70849E-12
2013,amb,trd,6.7671E-12
2013,fbp,trn,6.70663E-12
2013,fbp,trd,6.7652E-12
2013,rec,trn,6.6777E-12
2013,rec,trd,6.73598E-12
2013,con,trn,6.69638E-12
2013,con,trd,6.75478E-12
2013,agr,trn,6.72453E-12
2013,agr,trd,6.7834E-12
2013,eec,trn,6.6878E-12
2013,eec,trd,6.74611E-12
2013,fnd,trn,6.71065E-12
2013,fnd,trd,6.76929E-12
2013,pub,trn,6.71027E-12
2013,pub,trd,6.76887E-12
2013,hou,trn,6.7183E-12
2013,hou,trd,6.77698E-12
2013,fbt,trn,6.69235E-12
2013,fbt,trd,171.3623901
2013,ins,trn,6.70704E-12
2013,ins,trd,6.76555E-12
2013,tex,trn,6.67106E-12
2013,tex,trd,6.72913E-12
2013,leg,trn,6.7391E-12
2013,leg,trd,6.79804E-12
2013,fen,trn,6.73949E-12
2013,fen,trd,6.79844E-12
2013,uti,trn,6.72036E-12
2013,uti,trd,6.77909E-12
2013,nmp,trn,6.68461E-12
2013,nmp,trd,6.74288E-12
2013,brd,trn,6.72916E-12
2013,brd,trd,6.78798E-12
2013,bnk,trn,6.7131E-12
2013,bnk,trd,6.77167E-12
2013,ore,trn,6.7181E-12
2013,ore,trd,6.77674E-12
2013,edu,trn,6.71598E-12
2013,edu,trd,6.77469E-12
2013,ote,trn,6.70591E-12
2013,ote,trd,6.76446E-12
2013,man,trn,6.72475E-12
2013,man,trd,6.78346E-12
2013,mch,trn,6.71181E-12
2013,mch,trd,6.77045E-12
2013,dat,trn,6.70374E-12
2013,dat,trd,6.76221E-12
2013,amd,trn,6.68839E-12
2013,amd,trd,6.74673E-12
2013,oil,trn,6.65383E-12
2013,oil,trd,6.71171E-12
2013,hos,trn,6.71821E-12
2013,hos,trd,6.77698E-12
2013,rnt,trn,6.71752E-12
2013,rnt,trd,6.77618E-12
2013,pla,trn,6.71234E-12
2013,pla,trd,6.77096E-12
2013,fof,trn,6.66003E-12
2013,fof,trd,6.71802E-12
2013,fin,trn,6.68168E-12
2013,fin,trd,6.73994E-12
2013,tsv,trn,6.7173E-12
2013,tsv,trd,6.77608E-12
2013,nrs,trn,6.68736E-12
2013,nrs,trd,6.74571E-12
2013,sec,trn,6.71495E-12
2013,sec,trd,6.77361E-12
2013,art,trn,6.71596E-12
2013,art,trd,6.77462E-12
2013,mov,trn,6.69382E-12
2013,mov,trd,6.7522E-12
2013,fpd,trn,6.66018E-12
2013,fpd,trd,6.71814E-12
2013,slg,trn,6.7163E-12
2013,slg,trd,6.77493E-12
2013,pri,trn,6.68965E-12
2013,pri,trd,6.74798E-12
2013,grd,trn,6.65399E-12
2013,grd,trd,6.71185E-12
2013,pip,trn,40.55296504
2013,pip,trd,6.76319E-12
2013,sle,trn,6.71449E-12
2013,sle,trd,6.77314E-12
2013,osv,trn,6.70364E-12
2013,osv,trd,6.76218E-12
2013,trn,trn,69.70605741
2013,trn,trd,6.78027E-12
2013,smn,trn,6.68135E-12
2013,smn,trd,6.73966E-12
2013,fmt,trn,6.71772E-12
2013,fmt,trd,6.7764E-12
2013,pet,trn,6.70126E-12
2013,pet,trd,6.75974E-12
2013,mvt,trn,6.69232E-12
2013,mvt,trd,128.1871208
2013,cep,trn,6.69739E-12
2013,cep,trd,6.75578E-12
2013,wst,trn,6.67775E-12
2013,wst,trd,6.73592E-12
2013,mot,trn,6.69936E-12
2013,mot,trd,6.75784E-12
2013,adm,trn,6.71389E-12
2013,adm,trd,6.77246E-12
2013,soc,trn,6.68001E-12
2013,soc,trd,6.73825E-12
2013,alt,trn,6.65532E-12
2013,alt,trd,6.71317E-12
2013,pmt,trn,6.68157E-12
2013,pmt,trd,6.73983E-12
2013,trk,trn,259.8520687
2013,trk,trd,6.79692E-12
2013,fdd,trn,6.71089E-12
2013,fdd,trd,6.76954E-12
2013,gmt,trn,6.69008E-12
2013,gmt,trd,166.9517541
2013,wtt,trn,16.15722783
2013,wtt,trd,6.81377E-12
2013,wpd,trn,6.67374E-12
2013,wpd,trd,6.73186E-12
2013,wht,trn,6.69362E-12
2013,wht,trd,1429.079602
2013,wrh,trn,6.69297E-12
2013,wrh,trd,6.75133E-12
2013,ott,trn,6.70051E-12
2013,ott,trd,687.0705124
2013,che,trn,6.70519E-12
2013,che,trd,6.7637E-12
2013,air,trn,3.202096119
2013,air,trd,6.7861E-12
2013,mmf,trn,6.68657E-12
2013,mmf,trd,6.74488E-12
2013,otr,trn,2.318875461
2013,otr,trd,6.76101E-12
2013,min,trn,6.72073E-12
2013,min,trd,6.77947E-12
2014,ppd,trn,9.13096E-12
2014,ppd,trd,9.20193E-12
2014,res,trn,9.11313E-12
2014,res,trd,9.18387E-12
2014,com,trn,9.10963E-12
2014,com,trd,9.18027E-12
2014,amb,trn,9.14375E-12
2014,amb,trd,9.21489E-12
2014,fbp,trn,9.13844E-12
2014,fbp,trd,9.20948E-12
2014,rec,trn,9.10098E-12
2014,rec,trd,9.17173E-12
2014,con,trn,9.12698E-12
2014,con,trd,9.19786E-12
2014,agr,trn,9.16001E-12
2014,agr,trd,9.23141E-12
2014,eec,trn,9.10827E-12
2014,eec,trd,9.17897E-12
2014,fnd,trn,9.14441E-12
2014,fnd,trd,9.21557E-12
2014,pub,trn,9.13988E-12
2014,pub,trd,9.21094E-12
2014,hou,trn,9.14907E-12
2014,hou,trd,9.22026E-12
2014,fbt,trn,9.11434E-12
2014,fbt,trd,177.3233966
2014,ins,trn,9.13848E-12
2014,ins,trd,9.20945E-12
2014,tex,trn,9.08514E-12
2014,tex,trd,9.15554E-12
2014,leg,trn,9.18142E-12
2014,leg,trd,9.25291E-12
2014,fen,trn,9.1858E-12
2014,fen,trd,9.25733E-12
2014,uti,trn,9.15739E-12
2014,uti,trd,9.22866E-12
2014,nmp,trn,9.11677E-12
2014,nmp,trd,9.18759E-12
2014,brd,trn,9.16845E-12
2014,brd,trd,9.23983E-12
2014,bnk,trn,9.14643E-12
2014,bnk,trd,9.2175E-12
2014,ore,trn,9.15167E-12
2014,ore,trd,9.22282E-12
2014,edu,trn,9.14816E-12
2014,edu,trd,9.21937E-12
2014,ote,trn,9.13421E-12
2014,ote,trd,9.20524E-12
2014,man,trn,9.16154E-12
2014,man,trd,9.23278E-12
2014,mch,trn,9.14375E-12
2014,mch,trd,9.21488E-12
2014,dat,trn,9.13565E-12
2014,dat,trd,9.20657E-12
2014,amd,trn,9.1143E-12
2014,amd,trd,9.1851E-12
2014,oil,trn,9.07444E-12
2014,oil,trd,9.14474E-12
2014,hos,trn,9.15478E-12
2014,hos,trd,9.22608E-12
2014,rnt,trn,9.15232E-12
2014,rnt,trd,9.22347E-12
2014,pla,trn,9.14315E-12
2014,pla,trd,9.21425E-12
2014,fof,trn,9.07057E-12
2014,fof,trd,9.14091E-12
2014,fin,trn,9.11462E-12
2014,fin,trd,9.18546E-12
2014,tsv,trn,9.15499E-12
2014,tsv,trd,9.22635E-12
2014,nrs,trn,9.10756E-12
2014,nrs,trd,9.17832E-12
2014,sec,trn,9.14921E-12
2014,sec,trd,9.22037E-12
2014,art,trn,9.14904E-12
2014,art,trd,9.22019E-12
2014,mov,trn,9.11365E-12
2014,mov,trd,9.18443E-12
2014,fpd,trn,9.07172E-12
2014,fpd,trd,9.14205E-12
2014,slg,trn,9.14944E-12
2014,slg,trd,9.22058E-12
2014,pri,trn,9.11435E-12
2014,pri,trd,9.18511E-12
2014,grd,trn,9.08487E-12
2014,grd,trd,9.15532E-12
2014,pip,trn,43.85971521
2014,pip,trd,9.20096E-12
2014,sle,trn,9.14678E-12
2014,sle,trd,9.21791E-12
2014,osv,trn,9.13625E-12
2014,osv,trd,9.20729E-12
2014,trn,trn,74.24534102
2014,trn,trd,9.22489E-12
2014,smn,trn,9.10524E-12
2014,smn,trd,9.17602E-12
2014,fmt,trn,9.15016E-12
2014,fmt,trd,9.22131E-12
2014,pet,trn,9.13685E-12
2014,pet,trd,9.20787E-12
2014,mvt,trn,9.11414E-12
2014,mvt,trd,137.9610892
2014,cep,trn,9.12139E-12
2014,cep,trd,9.19218E-12
2014,wst,trn,9.10048E-12
2014,wst,trd,9.17108E-12
2014,mot,trn,9.1317E-12
2014,mot,trd,9.20267E-12
2014,adm,trn,9.14201E-12
2014,adm,trd,9.21302E-12
2014,soc,trn,9.09736E-12
2014,soc,trd,9.16802E-12
2014,alt,trn,9.06093E-12
2014,alt,trd,9.13106E-12
2014,pmt,trn,9.1063E-12
2014,pmt,trd,9.17702E-12
2014,trk,trn,281.2137766
2014,trk,trd,9.24295E-12
2014,fdd,trn,9.14235E-12
2014,fdd,trd,9.21349E-12
2014,gmt,trn,9.1131E-12
2014,gmt,trd,170.6106269
2014,wtt,trn,18.87807453
2014,wtt,trd,9.23221E-12
2014,wpd,trn,9.10563E-12
2014,wpd,trd,9.17632E-12
2014,wht,trn,9.11897E-12
2014,wht,trd,1497.095616
2014,wrh,trn,9.11709E-12
2014,wrh,trd,9.1879E-12
2014,ott,trn,9.12766E-12
2014,ott,trd,720.5944109
2014,che,trn,9.13599E-12
2014,che,trd,9.20699E-12
2014,air,trn,3.157913613
2014,air,trd,9.24362E-12
2014,mmf,trn,9.10979E-12
2014,mmf,trd,9.18055E-12
2014,otr,trn,2.71538494
2014,otr,trd,9.19801E-12
2014,min,trn,9.14753E-12
2014,min,trd,9.21871E-12
2015,ppd,trn,1.65544E-11
2015,ppd,trd,1.66679E-11
2015,res,trn,1.65588E-11
2015,res,trd,1.66723E-11
2015,com,trn,1.65185E-11
2015,com,trd,1.66314E-11
2015,amb,trn,1.65846E-11
2015,amb,trd,1.66984E-11
2015,fbp,trn,1.65721E-11
2015,fbp,trd,1.66858E-11
2015,rec,trn,1.65358E-11
2015,rec,trd,1.66491E-11
2015,con,trn,1.65593E-11
2015,con,trd,1.66727E-11
2015,agr,trn,1.6611E-11
2015,agr,trd,1.67252E-11
2015,eec,trn,1.65176E-11
2015,eec,trd,1.66307E-11
2015,fnd,trn,1.65728E-11
2015,fnd,trd,1.66865E-11
2015,pub,trn,1.65586E-11
2015,pub,trd,1.6672E-11
2015,hou,trn,1.65894E-11
2015,hou,trd,1.67031E-11
2015,fbt,trn,1.65118E-11
2015,fbt,trd,185.1508338
2015,ins,trn,1.6562E-11
2015,ins,trd,1.66754E-11
2015,tex,trn,1.6474E-11
2015,tex,trd,1.65865E-11
2015,leg,trn,1.66035E-11
2015,leg,trd,1.67175E-11
2015,fen,trn,1.66122E-11
2015,fen,trd,1.67263E-11
2015,uti,trn,1.65962E-11
2015,uti,trd,1.67101E-11
2015,nmp,trn,1.65642E-11
2015,nmp,trd,1.66777E-11
2015,brd,trn,1.66015E-11
2015,brd,trd,1.67155E-11
2015,bnk,trn,1.65685E-11
2015,bnk,trd,1.66821E-11
2015,ore,trn,1.65689E-11
2015,ore,trd,1.66825E-11
2015,edu,trn,1.65773E-11
2015,edu,trd,1.66911E-11
2015,ote,trn,1.65618E-11
2015,ote,trd,1.66753E-11
2015,man,trn,1.65792E-11
2015,man,trd,1.66929E-11
2015,mch,trn,1.65796E-11
2015,mch,trd,1.66933E-11
2015,dat,trn,1.65579E-11
2015,dat,trd,1.66713E-11
2015,amd,trn,1.65411E-11
2015,amd,trd,1.66544E-11
2015,oil,trn,1.64926E-11
2015,oil,trd,1.66054E-11
2015,hos,trn,1.66051E-11
2015,hos,trd,1.67192E-11
2015,rnt,trn,1.6586E-11
2015,rnt,trd,1.66997E-11
2015,pla,trn,1.65624E-11
2015,pla,trd,1.66759E-11
2015,fof,trn,1.64511E-11
2015,fof,trd,1.65634E-11
2015,fin,trn,1.65403E-11
2015,fin,trd,1.66537E-11
2015,tsv,trn,1.65821E-11
2015,tsv,trd,1.66961E-11
2015,nrs,trn,1.65102E-11
2015,nrs,trd,1.66232E-11
2015,sec,trn,1.65843E-11
2015,sec,trd,1.66981E-11
2015,art,trn,1.65703E-11
2015,art,trd,1.66839E-11
2015,mov,trn,1.65243E-11
2015,mov,trd,1.66374E-11
2015,fpd,trn,1.64596E-11
2015,fpd,trd,1.6572E-11
2015,slg,trn,1.65628E-11
2015,slg,trd,1.66764E-11
2015,pri,trn,1.65275E-11
2015,pri,trd,1.66406E-11
2015,grd,trn,1.65052E-11
2015,grd,trd,1.66182E-11
2015,pip,trn,44.63487128
2015,pip,trd,1.66652E-11
2015,sle,trn,1.65589E-11
2015,sle,trd,1.66724E-11
2015,osv,trn,1.65786E-11
2015,osv,trd,1.66923E-11
2015,trn,trn,68.32668418
2015,trn,trd,1.66974E-11
2015,smn,trn,1.65029E-11
2015,smn,trd,1.66158E-11
2015,fmt,trn,1.65717E-11
2015,fmt,trd,1.66853E-11
2015,pet,trn,1.65727E-11
2015,pet,trd,1.66864E-11
2015,mvt,trn,1.65127E-11
2015,mvt,trd,158.9895967
2015,cep,trn,1.65217E-11
2015,cep,trd,1.66347E-11
2015,wst,trn,1.65199E-11
2015,wst,trd,1.6633E-11
2015,mot,trn,1.65507E-11
2015,mot,trd,1.66641E-11
2015,adm,trn,1.65452E-11
2015,adm,trd,1.66584E-11
2015,soc,trn,1.65032E-11
2015,soc,trd,1.66161E-11
2015,alt,trn,1.64161E-11
2015,alt,trd,1.65279E-11
2015,pmt,trn,1.65096E-11
2015,pmt,trd,1.66226E-11
2015,trk,trn,280.7044648
2015,trk,trd,1.67112E-11
2015,fdd,trn,1.65681E-11
2015,fdd,trd,1.66817E-11
2015,gmt,trn,1.65136E-11
2015,gmt,trd,175.8162714
2015,wtt,trn,18.66962287
2015,wtt,trd,1.66516E-11
2015,wpd,trn,1.65399E-11
2015,wpd,trd,1.66531E-11
2015,wht,trn,1.65275E-11
2015,wht,trd,1507.003274
2015,wrh,trn,1.65338E-11
2015,wrh,trd,1.6647E-11
2015,ott,trn,1.65341E-11
2015,ott,trd,769.4209639
2015,che,trn,1.65549E-11
2015,che,trd,1.66683E-11
2015,air,trn,2.877887183
2015,air,trd,1.67265E-11
2015,mmf,trn,1.6513E-11
2015,mmf,trd,1.66259E-11
2015,otr,trn,2.792368054
2015,otr,trd,1.66527E-11
2015,min,trn,1.65795E-11
2015,min,trd,1.66932E-11
2016,ppd,trn,7.56348E-12
2016,ppd,trd,7.60564E-12
2016,res,trn,7.56225E-12
2016,res,trd,7.60438E-12
2016,com,trn,7.54764E-12
2016,com,trd,7.58961E-12
2016,amb,trn,7.57246E-12
2016,amb,trd,7.61473E-12
2016,fbp,trn,7.56865E-12
2016,fbp,trd,7.61085E-12
2016,rec,trn,7.54314E-12
2016,rec,trd,7.58514E-12
2016,con,trn,7.56485E-12
2016,con,trd,7.607E-12
2016,agr,trn,7.58097E-12
2016,agr,trd,7.62336E-12
2016,eec,trn,7.54698E-12
2016,eec,trd,7.58895E-12
2016,fnd,trn,7.57069E-12
2016,fnd,trd,7.61295E-12
2016,pub,trn,7.56539E-12
2016,pub,trd,7.60757E-12
2016,hou,trn,7.57502E-12
2016,hou,trd,7.61729E-12
2016,fbt,trn,7.54607E-12
2016,fbt,trd,187.9423416
2016,ins,trn,7.56974E-12
2016,ins,trd,7.61193E-12
2016,tex,trn,7.52851E-12
2016,tex,trd,7.57028E-12
2016,leg,trn,7.58928E-12
2016,leg,trd,7.63171E-12
2016,fen,trn,7.59912E-12
2016,fen,trd,7.64164E-12
2016,uti,trn,7.57674E-12
2016,uti,trd,7.61906E-12
2016,nmp,trn,7.5608E-12
2016,nmp,trd,7.60294E-12
2016,brd,trn,7.58419E-12
2016,brd,trd,7.62659E-12
2016,bnk,trn,7.57143E-12
2016,bnk,trd,7.61366E-12
2016,ore,trn,7.57087E-12
2016,ore,trd,7.61311E-12
2016,edu,trn,7.57076E-12
2016,edu,trd,7.61303E-12
2016,ote,trn,7.56201E-12
2016,ote,trd,7.60417E-12
2016,man,trn,7.57773E-12
2016,man,trd,7.62004E-12
2016,mch,trn,7.56891E-12
2016,mch,trd,7.61113E-12
2016,dat,trn,7.57053E-12
2016,dat,trd,7.61273E-12
2016,amd,trn,7.55813E-12
2016,amd,trd,7.60022E-12
2016,oil,trn,7.5372E-12
2016,oil,trd,7.57908E-12
2016,hos,trn,7.58139E-12
2016,hos,trd,7.62378E-12
2016,rnt,trn,7.57479E-12
2016,rnt,trd,7.61705E-12
2016,pla,trn,7.56648E-12
2016,pla,trd,7.60868E-12
2016,fof,trn,7.5161E-12
2016,fof,trd,7.55779E-12
2016,fin,trn,7.55678E-12
2016,fin,trd,7.59889E-12
2016,tsv,trn,7.57335E-12
2016,tsv,trd,7.61569E-12
2016,nrs,trn,7.5424E-12
2016,nrs,trd,7.58434E-12
2016,sec,trn,7.57569E-12
2016,sec,trd,7.61799E-12
2016,art,trn,7.5714E-12
2016,art,trd,7.61365E-12
2016,mov,trn,7.54899E-12
2016,mov,trd,7.59099E-12
2016,fpd,trn,7.51788E-12
2016,fpd,trd,7.55956E-12
2016,slg,trn,7.57415E-12
2016,slg,trd,7.61642E-12
2016,pri,trn,7.5516E-12
2016,pri,trd,7.59364E-12
2016,grd,trn,7.54475E-12
2016,grd,trd,7.5867E-12
2016,pip,trn,44.97135091
2016,pip,trd,7.60353E-12
2016,sle,trn,7.57078E-12
2016,sle,trd,7.613E-12
2016,osv,trn,7.57055E-12
2016,osv,trd,7.6128E-12
2016,trn,trn,62.49510117
2016,trn,trd,7.61059E-12
2016,smn,trn,7.52354E-12
2016,smn,trd,7.56534E-12
2016,fmt,trn,7.57085E-12
2016,fmt,trd,7.61308E-12
2016,pet,trn,7.56856E-12
2016,pet,trd,7.61078E-12
2016,mvt,trn,7.54836E-12
2016,mvt,trd,172.7190152
2016,cep,trn,7.55355E-12
2016,cep,trd,7.59556E-12
2016,wst,trn,7.55126E-12
2016,wst,trd,7.59328E-12
2016,mot,trn,7.56405E-12
2016,mot,trd,7.60619E-12
2016,adm,trn,7.56252E-12
2016,adm,trd,7.60465E-12
2016,soc,trn,7.53273E-12
2016,soc,trd,7.5746E-12
2016,alt,trn,7.50205E-12
2016,alt,trd,7.54357E-12
2016,pmt,trn,7.54191E-12
2016,pmt,trd,7.58386E-12
2016,trk,trn,276.4560956
2016,trk,trd,7.62396E-12
2016,fdd,trn,7.56859E-12
2016,fdd,trd,7.61082E-12
2016,gmt,trn,7.54833E-12
2016,gmt,trd,174.7687191
2016,wtt,trn,16.79910193
2016,wtt,trd,7.5903E-12
2016,wpd,trn,7.55448E-12
2016,wpd,trd,7.59656E-12
2016,wht,trn,7.55507E-12
2016,wht,trd,1486.451396
2016,wrh,trn,7.55454E-12
2016,wrh,trd,7.59661E-12
2016,ott,trn,7.55778E-12
2016,ott,trd,801.3314252
2016,che,trn,7.56263E-12
2016,che,trd,7.60476E-12
2016,air,trn,3.162560859
2016,air,trd,7.63555E-12
2016,mmf,trn,7.54236E-12
2016,mmf,trd,7.58431E-12
2016,otr,trn,2.698601644
2016,otr,trd,7.60077E-12
2016,min,trn,7.56269E-12
2016,min,trd,7.60488E-12
2017,ppd,trn,5.5718E-12
2017,ppd,trd,5.59789E-12
2017,res,trn,5.57603E-12
2017,res,trd,5.60213E-12
2017,com,trn,5.5624E-12
2017,com,trd,5.58841E-12
2017,amb,trn,5.57906E-12
2017,amb,trd,5.60524E-12
2017,fbp,trn,5.58037E-12
2017,fbp,trd,5.60654E-12
2017,rec,trn,5.53583E-12
2017,rec,trd,5.56165E-12
2017,con,trn,5.57984E-12
2017,con,trd,5.606E-12
2017,agr,trn,5.58401E-12
2017,agr,trd,5.61024E-12
2017,eec,trn,5.56152E-12
2017,eec,trd,5.58752E-12
2017,fnd,trn,5.57733E-12
2017,fnd,trd,5.6035E-12
2017,pub,trn,5.57418E-12
2017,pub,trd,5.60031E-12
2017,hou,trn,5.57982E-12
2017,hou,trd,5.60602E-12
2017,fbt,trn,5.55873E-12
2017,fbt,trd,195.2030773
2017,ins,trn,5.58237E-12
2017,ins,trd,5.60857E-12
2017,tex,trn,5.55235E-12
2017,tex,trd,5.57825E-12
2017,leg,trn,5.59826E-12
2017,leg,trd,5.62463E-12
2017,fen,trn,5.61993E-12
2017,fen,trd,5.64648E-12
2017,uti,trn,5.58236E-12
2017,uti,trd,5.60859E-12
2017,nmp,trn,5.56554E-12
2017,nmp,trd,5.5916E-12
2017,brd,trn,5.58514E-12
2017,brd,trd,5.61141E-12
2017,bnk,trn,5.57878E-12
2017,bnk,trd,5.60498E-12
2017,ore,trn,5.57893E-12
2017,ore,trd,5.60514E-12
2017,edu,trn,5.57475E-12
2017,edu,trd,5.60091E-12
2017,ote,trn,5.56615E-12
2017,ote,trd,5.59222E-12
2017,man,trn,5.58655E-12
2017,man,trd,5.61284E-12
2017,mch,trn,5.57652E-12
2017,mch,trd,5.60267E-12
2017,dat,trn,5.5893E-12
2017,dat,trd,5.61554E-12
2017,amd,trn,5.56809E-12
2017,amd,trd,5.59414E-12
2017,oil,trn,5.55595E-12
2017,oil,trd,5.58186E-12
2017,hos,trn,5.58539E-12
2017,hos,trd,5.61165E-12
2017,rnt,trn,5.58598E-12
2017,rnt,trd,5.61222E-12
2017,pla,trn,5.57409E-12
2017,pla,trd,5.60024E-12
2017,fof,trn,5.52493E-12
2017,fof,trd,5.55063E-12
2017,fin,trn,5.55981E-12
2017,fin,trd,5.58583E-12
2017,tsv,trn,5.57658E-12
2017,tsv,trd,5.60277E-12
2017,nrs,trn,5.55112E-12
2017,nrs,trd,5.57704E-12
2017,sec,trn,5.58033E-12
2017,sec,trd,5.60655E-12
2017,art,trn,5.5821E-12
2017,art,trd,5.60832E-12
2017,mov,trn,5.55628E-12
2017,mov,trd,5.58225E-12
2017,fpd,trn,5.52744E-12
2017,fpd,trd,5.55316E-12
2017,slg,trn,5.57984E-12
2017,slg,trd,5.60605E-12
2017,pri,trn,5.56293E-12
2017,pri,trd,5.58897E-12
2017,grd,trn,5.55415E-12
2017,grd,trd,5.58007E-12
2017,pip,trn,47.47419472
2017,pip,trd,5.59387E-12
2017,sle,trn,5.58341E-12
2017,sle,trd,5.60961E-12
2017,osv,trn,5.57829E-12
2017,osv,trd,5.60446E-12
2017,trn,trn,66.60476622
2017,trn,trd,5.59023E-12
2017,smn,trn,5.52571E-12
2017,smn,trd,5.55143E-12
2017,fmt,trn,5.58029E-12
2017,fmt,trd,5.60648E-12
2017,pet,trn,5.57608E-12
2017,pet,trd,5.60224E-12
2017,mvt,trn,5.56145E-12
2017,mvt,trd,180.0276594
2017,cep,trn,5.57182E-12
2017,cep,trd,5.59789E-12
2017,wst,trn,5.56579E-12
2017,wst,trd,5.59182E-12
2017,mot,trn,5.58038E-12
2017,mot,trd,5.60653E-12
2017,adm,trn,5.57376E-12
2017,adm,trd,5.59991E-12
2017,soc,trn,5.53466E-12
2017,soc,trd,5.56046E-12
2017,alt,trn,5.52748E-12
2017,alt,trd,5.55319E-12
2017,pmt,trn,5.5525E-12
2017,pmt,trd,5.57842E-12
2017,trk,trn,288.9913443
2017,trk,trd,5.61155E-12
2017,fdd,trn,5.57794E-12
2017,fdd,trd,5.60411E-12
2017,gmt,trn,5.563E-12
2017,gmt,trd,175.5984407
2017,wtt,trn,16.5382676
2017,wtt,trd,5.56671E-12
2017,wpd,trn,5.55789E-12
2017,wpd,trd,5.58389E-12
2017,wht,trn,5.57295E-12
2017,wht,trd,1571.830144
2017,wrh,trn,5.58545E-12
2017,wrh,trd,5.61167E-12
2017,ott,trn,5.57268E-12
2017,ott,trd,842.4828747
2017,che,trn,5.5772E-12
2017,che,trd,5.60334E-12
2017,air,trn,3.264049574
2017,air,trd,5.62614E-12
2017,mmf,trn,5.55152E-12
2017,mmf,trd,5.57745E-12
2017,otr,trn,2.975864662
2017,otr,trd,5.59925E-12
2017,min,trn,5.56989E-12
2017,min,trd,5.59603E-12
