yr,va,j,Value
2002,surplus,tsv,163.6635809
2002,surplus,nrs,4.000079417
2002,surplus,sec,25.22362008
2002,surplus,art,22.82777962
2002,surplus,mov,45.47779788
2002,surplus,fpd,8.399801709
2002,surplus,slg,101.2719376
2002,surplus,pri,8.692034988
2002,surplus,grd,7.487080502
2002,surplus,pip,4.976690397
2002,surplus,sle,28.68606763
2002,surplus,osv,83.11889409
2002,surplus,trn,6.030882145
2002,surplus,smn,4.407524094
2002,surplus,fmt,30.00382894
2002,surplus,pet,37.73976407
2002,surplus,mvt,32.66821546
2002,surplus,cep,47.1754036
2002,surplus,wst,12.58079818
2002,surplus,mot,58.89183448
2002,surplus,adm,53.12641998
2002,surplus,soc,10.6118665
2002,surplus,alt,5.067352438
2002,surplus,pmt,11.51939668
2002,surplus,trk,32.39446217
2002,surplus,fdd,103.0818972
2002,surplus,gmt,13.42306907
2002,surplus,wtt,3.22385715
2002,surplus,wpd,5.137872409
2002,surplus,wht,147.4202648
2002,surplus,wrh,5.554854999
2002,surplus,ott,92.15044493
2002,surplus,che,126.5590039
2002,surplus,air,12.8040271
2002,surplus,mmf,22.61997215
2002,surplus,otr,20.84844598
2002,surplus,min,12.07709224
2002,compen,ppd,32.4627316
2002,compen,res,138.4249691
2002,compen,com,99.48017339
2002,compen,amb,251.5885328
2002,compen,fbp,74.56777796
2002,compen,rec,31.77236271
2002,compen,con,327.3262624
2002,compen,agr,20.73611888
2002,compen,eec,28.02468914
2002,compen,fnd,97.71234245
2002,compen,pub,69.60282106
2002,compen,hou,11.93853816
2002,compen,fbt,69.29143238
2002,compen,ins,147.2151271
2002,compen,tex,17.45354901
2002,compen,leg,85.31861178
2002,compen,fen,54.51726572
2002,compen,uti,54.85428072
2002,compen,nmp,25.75370084
2002,compen,brd,104.7590291
2002,compen,bnk,161.8555371
2002,compen,ore,49.29222708
2002,compen,edu,88.99754805
2002,compen,ote,50.84254379
2002,compen,man,150.9555528
2002,compen,mch,69.51178605
2002,compen,dat,33.62585184
2002,compen,amd,49.91985183
2002,compen,oil,13.27587249
2002,compen,hos,191.7024543
2002,compen,rnt,25.09923558
2002,compen,pla,38.6006886
2002,compen,fof,10.80020342
2002,compen,fin,1.193770077
2002,compen,tsv,285.5168274
2002,compen,nrs,74.4066798
2002,compen,sec,138.0341148
2002,compen,art,29.69014903
2002,compen,mov,21.74864042
2002,compen,fpd,22.32759311
2002,compen,slg,827.8662389
2002,compen,pri,32.64377506
2002,compen,grd,11.08408003
2002,compen,pip,3.649315715
2002,compen,sle,65.58944628
2002,compen,osv,189.258531
2002,compen,trn,15.48263876
2002,compen,smn,10.35768162
2002,compen,fmt,74.22395342
2002,compen,pet,11.22660055
2002,compen,mvt,84.28040019
2002,compen,cep,119.9514048
2002,compen,wst,15.80952499
2002,compen,mot,73.6759277
2002,compen,adm,212.2231885
2002,compen,soc,48.06968661
2002,compen,alt,12.62179158
2002,compen,pmt,32.16915254
2002,compen,trk,59.0475594
2002,compen,fdd,143.0877204
2002,compen,gmt,60.85534377
2002,compen,wtt,3.77290278
2002,compen,wpd,21.40018267
2002,compen,wht,326.5813362
2002,compen,wrh,20.53969727
2002,compen,ott,210.3219136
2002,compen,che,73.91589786
2002,compen,air,38.54200818
2002,compen,mmf,36.91303053
2002,compen,otr,49.43393047
2002,compen,min,12.28384411
2003,surplus,ppd,17.86381456
2003,surplus,res,51.62272256
2003,surplus,com,15.55829845
2003,surplus,amb,77.77189012
2003,surplus,fbp,81.97904013
2003,surplus,rec,10.60021923
2003,surplus,con,183.313689
2003,surplus,agr,79.14846992
2003,surplus,eec,16.77354057
2003,surplus,fnd,63.84016695
2003,surplus,pub,71.15291799
2003,surplus,hou,921.5452344
2003,surplus,fbt,28.87297961
2003,surplus,ins,109.6594056
2003,surplus,tex,1.271937059
2003,surplus,leg,61.22281305
2003,surplus,fen,11.96434669
2003,surplus,uti,92.62645765
2003,surplus,nmp,15.01496878
2003,surplus,brd,150.4515667
2003,surplus,bnk,215.3198912
2003,surplus,ore,175.7042769
2003,surplus,edu,17.95000062
2003,surplus,ote,19.89194791
2003,surplus,man,20.23662043
2003,surplus,mch,26.17094438
2003,surplus,dat,28.34261253
2003,surplus,amd,29.32843807
2003,surplus,oil,65.90554165
2003,surplus,hos,29.29096057
2003,surplus,rnt,107.1560093
2003,surplus,pla,22.40130125
2003,surplus,fof,10.74754459
2003,surplus,fin,18.30517588
2003,surplus,tsv,162.7971409
2003,surplus,nrs,4.163050643
2003,surplus,sec,12.42742981
2003,surplus,art,25.9878227
2003,surplus,mov,41.54249009
2003,surplus,fpd,7.65502386
2003,surplus,slg,105.1029041
2003,surplus,pri,9.290135162
2003,surplus,grd,9.053449354
2003,surplus,pip,5.257803418
2003,surplus,sle,28.15416203
2003,surplus,osv,74.44701383
2003,surplus,trn,7.288875798
2003,surplus,smn,5.205514518
2003,surplus,fmt,32.95913464
2003,surplus,pet,67.10119396
2003,surplus,mvt,30.83939279
2003,surplus,cep,71.85165328
2003,surplus,wst,13.59377706
2003,surplus,mot,64.89338958
2003,surplus,adm,64.54696059
2003,surplus,soc,12.01058884
2003,surplus,alt,3.113897959
2003,surplus,pmt,9.743907115
2003,surplus,trk,35.33014719
2003,surplus,fdd,106.5129007
2003,surplus,gmt,15.00387759
2003,surplus,wtt,4.180924355
2003,surplus,wpd,6.361435409
2003,surplus,wht,161.8821262
2003,surplus,wrh,6.455869663
2003,surplus,ott,103.8335461
2003,surplus,che,126.9266367
2003,surplus,air,5.043876351
2003,surplus,mmf,22.42284845
2003,surplus,otr,20.44865762
2003,surplus,min,13.55667963
2003,compen,ppd,32.38013526
2003,compen,res,147.4617081
2003,compen,com,97.99158724
2003,compen,amb,267.361678
2003,compen,fbp,77.28951684
2003,compen,rec,32.95449129
2003,compen,con,336.1114643
2003,compen,agr,20.38125576
2003,compen,eec,27.71876608
2003,compen,fnd,107.4941411
2003,compen,pub,71.6483073
2003,compen,hou,11.87978003
2003,compen,fbt,71.36725396
2003,compen,ins,154.6758519
2003,compen,tex,16.68920531
2003,compen,leg,90.05464975
2003,compen,fen,54.44887877
2003,compen,uti,53.09806519
2003,compen,nmp,25.80196771
2003,compen,brd,104.5205196
2003,compen,bnk,176.9896384
2003,compen,ore,51.01201969
2003,compen,edu,94.66763272
2003,compen,ote,51.28242184
2003,compen,man,160.3410107
2003,compen,mch,68.72361724
2003,compen,dat,33.50001733
2003,compen,amd,51.09410252
2003,compen,oil,13.64441688
2003,compen,hos,208.3211497
2003,compen,rnt,24.89527583
2003,compen,pla,38.77320894
2003,compen,fof,11.11207071
2003,compen,fin,1.291549756
2003,compen,tsv,291.3827506
2003,compen,nrs,78.78573336
2003,compen,sec,131.7869309
2003,compen,art,31.25016377
2003,compen,mov,22.30768497
2003,compen,fpd,22.2428432
2003,compen,slg,863.8511673
2003,compen,pri,32.1487046
2003,compen,grd,11.46416666
2003,compen,pip,3.592365963
2003,compen,sle,68.90476547
2003,compen,osv,197.0044259
2003,compen,trn,15.80753806
2003,compen,smn,11.08653063
2003,compen,fmt,73.77634213
2003,compen,pet,12.13628796
2003,compen,mvt,87.51499223
2003,compen,cep,115.6803229
2003,compen,wst,16.54752098
2003,compen,mot,75.532469
2003,compen,adm,219.4370071
2003,compen,soc,52.03688601
2003,compen,alt,11.96256625
2003,compen,pmt,31.5377168
2003,compen,trk,60.40524563
2003,compen,fdd,165.5148281
2003,compen,gmt,64.90441431
2003,compen,wtt,3.864541043
2003,compen,wpd,21.63584364
2003,compen,wht,334.8161387
2003,compen,wrh,21.80627134
2003,compen,ott,217.5351804
2003,compen,che,75.9305829
2003,compen,air,41.35318997
2003,compen,mmf,38.22787692
2003,compen,otr,51.60399986
2003,compen,min,12.45531133
2004,surplus,ppd,20.09551237
2004,surplus,res,53.17485062
2004,surplus,com,15.92723358
2004,surplus,amb,80.42485102
2004,surplus,fbp,76.97823786
2004,surplus,rec,12.13939745
2004,surplus,con,219.6545963
2004,surplus,agr,102.371274
2004,surplus,eec,12.46717052
2004,surplus,fnd,66.66498817
2004,surplus,pub,85.41884268
2004,surplus,hou,979.6556025
2004,surplus,fbt,29.27308589
2004,surplus,ins,139.1674689
2004,surplus,tex,4.96964543
2004,surplus,leg,68.00963307
2004,surplus,fen,10.28204198
2004,surplus,uti,102.7688549
2004,surplus,nmp,17.41644852
2004,surplus,brd,170.1506798
2004,surplus,bnk,179.1735206
2004,surplus,ore,173.1891599
2004,surplus,edu,22.2302053
2004,surplus,ote,18.05863322
2004,surplus,man,21.15136243
2004,surplus,mch,29.6200497
2004,surplus,dat,37.26106882
2004,surplus,amd,32.89532576
2004,surplus,oil,81.23621077
2004,surplus,hos,33.52326159
2004,surplus,rnt,101.4052192
2004,surplus,pla,23.00146701
2004,surplus,fof,9.873773043
2004,surplus,fin,18.99064498
2004,surplus,tsv,172.6283272
2004,surplus,nrs,4.480869771
2004,surplus,sec,2.827079955
2004,surplus,art,27.14474571
2004,surplus,mov,45.31264019
2004,surplus,fpd,7.357142266
2004,surplus,slg,111.608026
2004,surplus,pri,9.678954113
2004,surplus,grd,9.901610481
2004,surplus,pip,5.355085868
2004,surplus,sle,27.72479781
2004,surplus,osv,76.98787065
2004,surplus,trn,8.524839184
2004,surplus,smn,6.726757047
2004,surplus,fmt,35.26714512
2004,surplus,pet,89.50062732
2004,surplus,mvt,30.25775869
2004,surplus,cep,75.91764736
2004,surplus,wst,12.11893084
2004,surplus,mot,60.03772887
2004,surplus,adm,72.70549735
2004,surplus,soc,11.55704897
2004,surplus,alt,2.369789366
2004,surplus,pmt,25.15366132
2004,surplus,trk,39.25034775
2004,surplus,fdd,111.927959
2004,surplus,gmt,14.74328358
2004,surplus,wtt,4.712100087
2004,surplus,wpd,8.669871442
2004,surplus,wht,187.6055157
2004,surplus,wrh,7.666540422
2004,surplus,ott,105.1457365
2004,surplus,che,140.4820531
2004,surplus,air,7.67589988
2004,surplus,mmf,22.25106128
2004,surplus,otr,23.97326526
2004,surplus,min,16.74833438
2004,compen,ppd,31.86707845
2004,compen,res,157.7983365
2004,compen,com,104.728941
2004,compen,amb,288.6157494
2004,compen,fbp,78.5555588
2004,compen,rec,34.51442525
2004,compen,con,358.2199058
2004,compen,agr,22.05582202
2004,compen,eec,28.56526441
2004,compen,fnd,112.6608442
2004,compen,pub,72.23806542
2004,compen,hou,12.41769178
2004,compen,fbt,72.11124001
2004,compen,ins,164.6497969
2004,compen,tex,16.39923378
2004,compen,leg,94.17705168
2004,compen,fen,58.31548899
2004,compen,uti,55.82177439
2004,compen,nmp,26.57765575
2004,compen,brd,107.5041644
2004,compen,bnk,185.0200163
2004,compen,ore,56.56709362
2004,compen,edu,102.1903246
2004,compen,ote,56.30257107
2004,compen,man,176.2948188
2004,compen,mch,71.84026974
2004,compen,dat,35.61540931
2004,compen,amd,55.04287241
2004,compen,oil,15.57727341
2004,compen,hos,223.70363
2004,compen,rnt,26.43270184
2004,compen,pla,39.15902793
2004,compen,fof,12.72375963
2004,compen,fin,1.545281646
2004,compen,tsv,309.3650661
2004,compen,nrs,82.926617
2004,compen,sec,152.7799831
2004,compen,art,32.67194731
2004,compen,mov,24.21016835
2004,compen,fpd,23.08140605
2004,compen,slg,906.3807717
2004,compen,pri,32.25518701
2004,compen,grd,12.23540426
2004,compen,pip,3.599732462
2004,compen,sle,73.19714779
2004,compen,osv,206.4364584
2004,compen,trn,16.38583124
2004,compen,smn,12.73968334
2004,compen,fmt,77.42740493
2004,compen,pet,12.49973646
2004,compen,mvt,89.50487369
2004,compen,cep,119.4949323
2004,compen,wst,17.45324306
2004,compen,mot,76.08997837
2004,compen,adm,236.1998574
2004,compen,soc,55.03394735
2004,compen,alt,11.79141319
2004,compen,pmt,32.89712275
2004,compen,trk,63.65909429
2004,compen,fdd,177.1733125
2004,compen,gmt,67.65504775
2004,compen,wtt,4.223041979
2004,compen,wpd,23.11435267
2004,compen,wht,354.9207092
2004,compen,wrh,25.39317024
2004,compen,ott,226.5151876
2004,compen,che,77.86565671
2004,compen,air,40.94844114
2004,compen,mmf,40.00527783
2004,compen,otr,55.78514807
2004,compen,min,13.39210031
2005,surplus,ppd,18.88286777
2005,surplus,res,52.41567527
2005,surplus,com,17.54369558
2005,surplus,amb,84.34988123
2005,surplus,fbp,77.28916116
2005,surplus,rec,13.15605953
2005,surplus,con,256.4621783
2005,surplus,agr,97.49554607
2005,surplus,eec,12.92099183
2005,surplus,fnd,69.97249913
2005,surplus,pub,95.26431256
2005,surplus,hou,1050.495641
2005,surplus,fbt,31.98664088
2005,surplus,ins,155.8589102
2005,surplus,tex,4.414437536
2005,surplus,leg,70.84604942
2005,surplus,fen,6.624447157
2005,surplus,uti,98.47868442
2005,surplus,nmp,19.38873076
2005,surplus,brd,192.6361789
2005,surplus,bnk,199.432162
2005,surplus,ore,199.6180125
2005,surplus,edu,21.96901623
2005,surplus,ote,30.74034314
2005,surplus,man,21.9510638
2005,surplus,mch,36.0921909
2005,surplus,dat,33.68926951
2005,surplus,amd,35.45955158
2005,surplus,oil,117.6209581
2005,surplus,hos,29.44508439
2005,surplus,rnt,103.6934073
2005,surplus,pla,21.11426859
2005,surplus,fof,10.21773747
2005,surplus,fin,21.21845717
2005,surplus,tsv,173.4526956
2005,surplus,nrs,4.024419679
2005,surplus,sec,26.42853377
2005,surplus,art,28.34477216
2005,surplus,mov,33.2151846
2005,surplus,fpd,9.639418557
2005,surplus,slg,121.9795024
2005,surplus,pri,10.99080542
2005,surplus,grd,9.881068323
2005,surplus,pip,4.452921999
2005,surplus,sle,30.28726496
2005,surplus,osv,85.87461415
2005,surplus,trn,10.43152327
2005,surplus,smn,10.32855926
2005,surplus,fmt,39.00096626
2005,surplus,pet,125.3404295
2005,surplus,mvt,30.65416614
2005,surplus,cep,81.78885348
2005,surplus,wst,12.37709459
2005,surplus,mot,57.70227817
2005,surplus,adm,84.62701048
2005,surplus,soc,11.77514364
2005,surplus,alt,2.193271067
2005,surplus,pmt,25.4018351
2005,surplus,trk,42.1625524
2005,surplus,fdd,118.1676362
2005,surplus,gmt,14.98403749
2005,surplus,wtt,4.040757383
2005,surplus,wpd,9.170778316
2005,surplus,wht,212.3232018
2005,surplus,wrh,9.708448328
2005,surplus,ott,115.7500156
2005,surplus,che,133.6054837
2005,surplus,air,10.2117438
2005,surplus,mmf,23.35486287
2005,surplus,otr,28.94728981
2005,surplus,min,24.49410305
2005,compen,ppd,31.67781642
2005,compen,res,165.3218487
2005,compen,com,114.9847984
2005,compen,amb,305.9358946
2005,compen,fbp,79.58172486
2005,compen,rec,35.47044766
2005,compen,con,387.776217
2005,compen,agr,21.92192239
2005,compen,eec,29.08973025
2005,compen,fnd,117.9725208
2005,compen,pub,74.33276482
2005,compen,hou,12.79659129
2005,compen,fbt,73.17104197
2005,compen,ins,173.2947804
2005,compen,tex,15.47140105
2005,compen,leg,98.80848348
2005,compen,fen,58.95757962
2005,compen,uti,56.35586392
2005,compen,nmp,28.05902242
2005,compen,brd,107.2855587
2005,compen,bnk,197.6813279
2005,compen,ore,61.49161794
2005,compen,edu,106.1885928
2005,compen,ote,57.18116257
2005,compen,man,186.0614935
2005,compen,mch,75.38838047
2005,compen,dat,36.84138781
2005,compen,amd,57.28575214
2005,compen,oil,17.20660088
2005,compen,hos,236.5541381
2005,compen,rnt,27.5533352
2005,compen,pla,40.22695793
2005,compen,fof,12.60280879
2005,compen,fin,1.698886452
2005,compen,tsv,341.4863109
2005,compen,nrs,85.44960908
2005,compen,sec,168.582167
2005,compen,art,33.14324528
2005,compen,mov,24.50246282
2005,compen,fpd,23.4648319
2005,compen,slg,943.675072
2005,compen,pri,32.61171801
2005,compen,grd,12.726816
2005,compen,pip,3.651318498
2005,compen,sle,76.37753827
2005,compen,osv,209.8467999
2005,compen,trn,17.2995547
2005,compen,smn,15.8870393
2005,compen,fmt,81.24591657
2005,compen,pet,13.44459315
2005,compen,mvt,92.66770637
2005,compen,cep,123.0598514
2005,compen,wst,18.7266085
2005,compen,mot,75.23055541
2005,compen,adm,256.5458965
2005,compen,soc,59.44062915
2005,compen,alt,11.2253796
2005,compen,pmt,33.1306232
2005,compen,trk,67.84223639
2005,compen,fdd,190.7739839
2005,compen,gmt,71.71612856
2005,compen,wtt,4.700616789
2005,compen,wpd,24.7119225
2005,compen,wht,377.1415336
2005,compen,wrh,27.80128424
2005,compen,ott,236.7849399
2005,compen,che,80.62083504
2005,compen,air,38.91476454
2005,compen,mmf,41.24617453
2005,compen,otr,58.34897013
2005,compen,min,14.31012139
2006,surplus,ppd,25.40784188
2006,surplus,res,55.67621874
2006,surplus,com,18.41455382
2006,surplus,amb,88.8479454
2006,surplus,fbp,90.8835324
2006,surplus,rec,13.23364169
2006,surplus,con,267.6379428
2006,surplus,agr,81.66507245
2006,surplus,eec,20.04675682
2006,surplus,fnd,73.55481093
2006,surplus,pub,80.83648595
2006,surplus,hou,1116.673203
2006,surplus,fbt,32.58343777
2006,surplus,ins,169.0196218
2006,surplus,tex,4.615981351
2006,surplus,leg,76.44634614
2006,surplus,fen,7.826878002
2006,surplus,uti,118.2705338
2006,surplus,nmp,19.91421632
2006,surplus,brd,198.1648909
2006,surplus,bnk,198.3826253
2006,surplus,ore,165.7148345
2006,surplus,edu,23.9615158
2006,surplus,ote,32.46608912
2006,surplus,man,22.50614908
2006,surplus,mch,39.6453757
2006,surplus,dat,41.41971068
2006,surplus,amd,38.86473775
2006,surplus,oil,133.3222604
2006,surplus,hos,31.78356639
2006,surplus,rnt,125.608167
2006,surplus,pla,21.41131181
2006,surplus,fof,11.55840308
2006,surplus,fin,18.75798888
2006,surplus,tsv,178.7070489
2006,surplus,nrs,3.869186573
2006,surplus,sec,31.40074685
2006,surplus,art,30.81900617
2006,surplus,mov,36.78793853
2006,surplus,fpd,10.08141195
2006,surplus,slg,132.0326522
2006,surplus,pri,13.00121743
2006,surplus,grd,11.33814286
2006,surplus,pip,4.75757927
2006,surplus,sle,29.96492522
2006,surplus,osv,89.69419652
2006,surplus,trn,13.46352354
2006,surplus,smn,21.25329356
2006,surplus,fmt,39.06024914
2006,surplus,pet,121.8171838
2006,surplus,mvt,30.088132
2006,surplus,cep,87.98714658
2006,surplus,wst,9.199433555
2006,surplus,mot,55.65508497
2006,surplus,adm,88.88062751
2006,surplus,soc,13.51773427
2006,surplus,alt,1.568911279
2006,surplus,pmt,31.45230481
2006,surplus,trk,46.55002432
2006,surplus,fdd,125.0872367
2006,surplus,gmt,12.84891915
2006,surplus,wtt,7.608930368
2006,surplus,wpd,6.118897299
2006,surplus,wht,233.8221392
2006,surplus,wrh,11.638173
2006,surplus,ott,121.7069731
2006,surplus,che,162.8435789
2006,surplus,air,17.16633602
2006,surplus,mmf,25.89263752
2006,surplus,otr,32.74309143
2006,surplus,min,31.74836333
2006,compen,ppd,31.40714021
2006,compen,res,174.3997045
2006,compen,com,127.9261914
2006,compen,amb,327.3739438
2006,compen,fbp,80.84757079
2006,compen,rec,36.57798612
2006,compen,con,421.4665591
2006,compen,agr,21.79767033
2006,compen,eec,30.32845424
2006,compen,fnd,121.9937856
2006,compen,pub,78.18460009
2006,compen,hou,13.2252099
2006,compen,fbt,74.45672297
2006,compen,ins,183.5594724
2006,compen,tex,14.67872127
2006,compen,leg,104.1979181
2006,compen,fen,60.55330968
2006,compen,uti,61.10744611
2006,compen,nmp,29.10960297
2006,compen,brd,108.1489883
2006,compen,bnk,208.9126019
2006,compen,ore,66.09646744
2006,compen,edu,113.3806887
2006,compen,ote,61.85694927
2006,compen,man,201.5703085
2006,compen,mch,79.28675225
2006,compen,dat,38.9642865
2006,compen,amd,59.47333701
2006,compen,oil,20.8999599
2006,compen,hos,253.3370127
2006,compen,rnt,29.04202623
2006,compen,pla,40.84352722
2006,compen,fof,16.0439319
2006,compen,fin,1.814834192
2006,compen,tsv,377.0632887
2006,compen,nrs,90.2122963
2006,compen,sec,192.588977
2006,compen,art,36.66839522
2006,compen,mov,25.0428629
2006,compen,fpd,23.84379706
2006,compen,slg,988.5226919
2006,compen,pri,32.92962414
2006,compen,grd,13.56534953
2006,compen,pip,4.090764385
2006,compen,sle,79.58098264
2006,compen,osv,219.241572
2006,compen,trn,18.07925739
2006,compen,smn,20.54636529
2006,compen,fmt,85.73635323
2006,compen,pet,15.57807637
2006,compen,mvt,94.23955714
2006,compen,cep,129.4825833
2006,compen,wst,19.76141631
2006,compen,mot,75.29682268
2006,compen,adm,273.1360028
2006,compen,soc,62.08518663
2006,compen,alt,10.87818164
2006,compen,pmt,35.10949849
2006,compen,trk,71.76211625
2006,compen,fdd,197.7232616
2006,compen,gmt,74.46895763
2006,compen,wtt,5.111449865
2006,compen,wpd,24.65751574
2006,compen,wht,401.964572
2006,compen,wrh,28.5198088
2006,compen,ott,245.3624324
2006,compen,che,81.3893892
2006,compen,air,39.20557977
2006,compen,mmf,42.84306487
2006,compen,otr,60.27885993
2006,compen,min,15.69095292
2007,surplus,ppd,22.73876331
2007,surplus,res,49.86304452
2007,surplus,com,23.03658404
2007,surplus,amb,88.73503709
2007,surplus,fbp,87.69747629
2007,surplus,rec,15.42946388
2007,surplus,con,266.9949893
2007,surplus,agr,93.58861111
2007,surplus,eec,18.13455714
2007,surplus,fnd,77.40523599
2007,surplus,pub,102.1347977
2007,surplus,hou,1157.60485
2007,surplus,fbt,27.49249878
2007,surplus,ins,194.3535332
2007,surplus,tex,4.14284959
2007,surplus,leg,86.16620516
2007,surplus,fen,8.295043256
2007,surplus,uti,117.6333711
2007,surplus,nmp,19.14918649
2007,surplus,brd,222.9276903
2007,surplus,bnk,179.608154
2007,surplus,ore,225.1137922
2007,surplus,edu,24.32161887
2007,surplus,ote,46.22200593
2007,surplus,man,23.58979804
2007,surplus,mch,43.59747701
2007,surplus,dat,32.20794431
2007,surplus,amd,41.78583034
2007,surplus,oil,155.3881148
2007,surplus,hos,32.65034211
2007,surplus,rnt,119.0947919
2007,surplus,pla,21.06837846
2007,surplus,fof,10.59803013
2007,surplus,fin,20.82349705
2007,surplus,tsv,186.1997343
2007,surplus,nrs,3.602300859
2007,surplus,sec,5.568475293
2007,surplus,art,29.98756165
2007,surplus,mov,43.8949179
2007,surplus,fpd,8.249482696
2007,surplus,slg,145.1660758
2007,surplus,pri,13.42942747
2007,surplus,grd,10.94580646
2007,surplus,pip,6.28291805
2007,surplus,sle,25.7711011
2007,surplus,osv,82.09785304
2007,surplus,trn,12.92692855
2007,surplus,smn,24.87997896
2007,surplus,fmt,43.39032937
2007,surplus,pet,135.6808741
2007,surplus,mvt,30.76481173
2007,surplus,cep,89.44769348
2007,surplus,wst,12.0767234
2007,surplus,mot,49.42070146
2007,surplus,adm,99.12336963
2007,surplus,soc,13.30875274
2007,surplus,alt,0.864635414
2007,surplus,pmt,33.06012498
2007,surplus,trk,41.80879684
2007,surplus,fdd,132.5946624
2007,surplus,gmt,9.887537309
2007,surplus,wtt,8.268930244
2007,surplus,wpd,4.726779615
2007,surplus,wht,254.0422851
2007,surplus,wrh,9.382772672
2007,surplus,ott,112.0403101
2007,surplus,che,171.5125689
2007,surplus,air,17.5775041
2007,surplus,mmf,25.52505688
