yr,m,i,value
2000,trd,uti,0.000000000008941
1997,trd,uti,0.000000000003703
2007,trd,uti,0.000000000001358
2010,trd,uti,0.000000000000417
2003,trd,uti,0.000000000018901
2011,trd,uti,0.000000000000809
2001,trd,uti,0.000000000005302
2008,trn,nmp,18.662896753984800
2009,trn,nmp,15.208368936079300
2005,trn,nmp,17.338887984805300
2006,trn,nmp,19.691583994665300
2012,trn,nmp,17.469483839262300
2014,trn,nmp,20.742562324356400
2013,trn,nmp,17.988959929735200
1999,trn,nmp,11.807129115306500
2002,trn,nmp,14.092137582265100
2017,trn,nmp,26.101126380003000
2016,trn,nmp,24.161303151347600
2015,trn,nmp,24.012138562902500
1998,trn,nmp,10.687367395312200
2004,trn,nmp,15.251909740638600
2000,trn,nmp,12.724453488915900
1997,trn,nmp,9.681548355302830
2007,trn,nmp,21.144496679008500
2010,trn,nmp,14.236175403128300
2003,trn,nmp,14.822423088351300
2011,trn,nmp,15.863640775997000
2001,trn,nmp,13.289924534202000
2008,trd,nmp,31.804844494230500
2009,trd,nmp,25.897575088659300
2005,trd,nmp,33.469952134459200
2006,trd,nmp,36.340866367915100
2012,trd,nmp,30.479105777784300
2014,trd,nmp,35.966406135642100
2013,trd,nmp,33.113055093808700
1999,trd,nmp,23.599717688319500
2002,trd,nmp,25.945420038917400
2017,trd,nmp,45.600911147728800
2016,trd,nmp,41.493577048745200
2015,trd,nmp,38.455312337926400
1998,trd,nmp,22.322129329223600
2004,trd,nmp,30.378455716067400
2000,trd,nmp,25.380550145380400
1997,trd,nmp,20.242216713851900
2007,trd,nmp,37.023389267653300
2010,trd,nmp,27.725364093290400
2003,trd,nmp,27.740238194481100
2011,trd,nmp,29.403541947555300
2001,trd,nmp,25.386311280766400
2008,trn,brd,0.000000000002231
2009,trn,brd,0.000000000000952
2005,trn,brd,0.000000000028463
2006,trn,brd,0.000000000068269
2012,trn,brd,0.000000000001788
2014,trn,brd,0.000000000009207
2013,trn,brd,0.000000000006773
1999,trn,brd,0.000000000003973
2002,trn,brd,0.000000000016371
2017,trn,brd,0.000000000005608
2016,trn,brd,0.000000000007602
2015,trn,brd,0.000000000016644
1998,trn,brd,0.000000000001385
2004,trn,brd,0.000000000024467
2000,trn,brd,0.000000000009014
1997,trn,brd,0.000000000003725
2007,trn,brd,0.000000000001372
2010,trn,brd,0.000000000000422
2003,trn,brd,0.000000000019052
2011,trn,brd,0.000000000000815
2001,trn,brd,0.000000000005352
2008,trd,brd,0.000000000002211
2009,trd,brd,0.000000000000942
2005,trd,brd,0.000000000028032
2006,trd,brd,0.000000000067226
2012,trd,brd,0.000000000001771
2014,trd,brd,0.000000000009137
2013,trd,brd,0.000000000006715
1999,trd,brd,0.000000000003942
2002,trd,brd,0.000000000016237
2017,trd,brd,0.000000000005582
2016,trd,brd,0.000000000007560
2015,trd,brd,0.000000000016531
1998,trd,brd,0.000000000001376
2004,trd,brd,0.000000000024183
2000,trd,brd,0.000000000008949
1997,trd,brd,0.000000000003707
2007,trd,brd,0.000000000001356
2010,trd,brd,0.000000000000417
2003,trd,brd,0.000000000018907
2011,trd,brd,0.000000000000808
2001,trd,brd,0.000000000005304
2008,trn,bnk,0.000000000002232
2009,trn,bnk,0.000000000000954
2005,trn,bnk,0.000000000028513
2006,trn,bnk,0.000000000068371
2012,trn,bnk,0.000000000001788
2014,trn,bnk,0.000000000009212
2013,trn,bnk,0.000000000006775
1999,trn,bnk,0.000000000003977
2002,trn,bnk,0.000000000016390
2017,trn,bnk,0.000000000005612
2016,trn,bnk,0.000000000007605
2015,trn,bnk,0.000000000016656
1998,trn,bnk,0.000000000001386
2004,trn,bnk,0.000000000024527
2000,trn,bnk,0.000000000009023
1997,trn,bnk,0.000000000003727
2007,trn,bnk,0.000000000001374
2010,trn,bnk,0.000000000000423
2003,trn,bnk,0.000000000019083
2011,trn,bnk,0.000000000000815
2001,trn,bnk,0.000000000005358
2008,trd,bnk,0.000000000002213
2009,trd,bnk,0.000000000000944
2005,trd,bnk,0.000000000028081
2006,trd,bnk,0.000000000067325
2012,trd,bnk,0.000000000001771
2014,trd,bnk,0.000000000009141
2013,trd,bnk,0.000000000006717
1999,trd,bnk,0.000000000003945
2002,trd,bnk,0.000000000016256
2017,trd,bnk,0.000000000005585
2016,trd,bnk,0.000000000007563
2015,trd,bnk,0.000000000016543
1998,trd,bnk,0.000000000001377
2004,trd,bnk,0.000000000024242
2000,trd,bnk,0.000000000008959
1997,trd,bnk,0.000000000003709
2007,trd,bnk,0.000000000001358
2010,trd,bnk,0.000000000000417
2003,trd,bnk,0.000000000018937
2011,trd,bnk,0.000000000000809
2001,trd,bnk,0.000000000005310
2008,trn,ore,0.000000000002232
2009,trn,ore,0.000000000000954
2005,trn,ore,0.000000000028487
2006,trn,ore,0.000000000068331
2012,trn,ore,0.000000000001789
2014,trn,ore,0.000000000009230
2013,trn,ore,0.000000000006786
1999,trn,ore,0.000000000003973
2002,trn,ore,0.000000000016372
2017,trn,ore,0.000000000005620
2016,trn,ore,0.000000000007623
2015,trn,ore,0.000000000016699
1998,trn,ore,0.000000000001384
2004,trn,ore,0.000000000024499
2000,trn,ore,0.000000000009013
1997,trn,ore,0.000000000003727
2007,trn,ore,0.000000000001374
2010,trn,ore,0.000000000000423
2003,trn,ore,0.000000000019066
2011,trn,ore,0.000000000000816
2001,trn,ore,0.000000000005348
2008,trd,ore,0.000000000002213
2009,trd,ore,0.000000000000944
2005,trd,ore,0.000000000028055
2006,trd,ore,0.000000000067284
2012,trd,ore,0.000000000001773
2014,trd,ore,0.000000000009158
2013,trd,ore,0.000000000006727
1999,trd,ore,0.000000000003941
2002,trd,ore,0.000000000016237
2017,trd,ore,0.000000000005594
2016,trd,ore,0.000000000007581
2015,trd,ore,0.000000000016585
1998,trd,ore,0.000000000001376
2004,trd,ore,0.000000000024214
2000,trd,ore,0.000000000008948
1997,trd,ore,0.000000000003709
2007,trd,ore,0.000000000001358
2010,trd,ore,0.000000000000418
2003,trd,ore,0.000000000018921
2011,trd,ore,0.000000000000809
2001,trd,ore,0.000000000005300
2008,trn,edu,0.000000000002237
2009,trn,edu,0.000000000000954
2005,trn,edu,0.000000000028529
2006,trn,edu,0.000000000068468
2012,trn,edu,0.000000000001793
2014,trn,edu,0.000000000009232
2013,trn,edu,0.000000000006790
1999,trn,edu,0.000000000003987
2002,trn,edu,0.000000000016416
2017,trn,edu,0.000000000005619
2016,trn,edu,0.000000000007617
2015,trn,edu,0.000000000016674
1998,trn,edu,0.000000000001389
2004,trn,edu,0.000000000024504
2000,trn,edu,0.000000000009043
1997,trn,edu,0.000000000003733
2007,trn,edu,0.000000000001376
2010,trn,edu,0.000000000000423
2003,trn,edu,0.000000000019100
2011,trn,edu,0.000000000000816
2001,trn,edu,0.000000000005372
2008,trd,edu,0.000000000002217
2009,trd,edu,0.000000000000944
2005,trd,edu,0.000000000028097
2006,trd,edu,0.000000000067423
2012,trd,edu,0.000000000001776
2014,trd,edu,0.000000000009161
2013,trd,edu,0.000000000006732
1999,trd,edu,0.000000000003956
2002,trd,edu,0.000000000016282
2017,trd,edu,0.000000000005593
2016,trd,edu,0.000000000007575
2015,trd,edu,0.000000000016561
1998,trd,edu,0.000000000001380
2004,trd,edu,0.000000000024220
2000,trd,edu,0.000000000008978
1997,trd,edu,0.000000000003715
2007,trd,edu,0.000000000001361
2010,trd,edu,0.000000000000418
2003,trd,edu,0.000000000018955
2011,trd,edu,0.000000000000810
2001,trd,edu,0.000000000005324
2008,trn,ote,4.009750577505000
2009,trn,ote,2.347895025916350
2005,trn,ote,2.725269562523270
2006,trn,ote,3.143587957488360
2012,trn,ote,3.807558717398830
2014,trn,ote,4.529085590253630
2013,trn,ote,4.086182409048010
1999,trn,ote,1.758012038848970
2002,trn,ote,1.735900033336900
2017,trn,ote,4.360716327554380
2016,trn,ote,3.990675959110200
2015,trn,ote,4.172602406334380
1998,trn,ote,1.644695755227050
2004,trn,ote,2.000075493268360
2000,trn,ote,2.829408858135430
1997,trn,ote,1.501538536397860
2007,trn,ote,3.559591730847380
2010,trn,ote,1.988386661749530
2003,trn,ote,1.747397608612880
2011,trn,ote,2.315126798898780
2001,trn,ote,1.578077225779070
2008,trd,ote,16.477324523244400
2009,trd,ote,11.825082615091000
2005,trd,ote,15.992464115276900
2006,trd,ote,16.364472244856000
2012,trd,ote,24.029426901186200
2014,trd,ote,24.414185233736500
2013,trd,ote,23.681453724208400
1999,trd,ote,12.907330246557900
2002,trd,ote,14.201777860173800
2017,trd,ote,27.868679132911000
2016,trd,ote,26.377078127687400
2015,trd,ote,25.452051064713700
1998,trd,ote,11.022400759250300
2004,trd,ote,15.822343519435000
2000,trd,ote,14.838009928332900
1997,trd,ote,10.176176810189300
2007,trd,ote,18.368354171322600
2010,trd,ote,17.766180454967700
2003,trd,ote,15.381408352635600
2011,trd,ote,19.482509133358100
2001,trd,ote,12.045708287168800
2008,trn,man,0.000000000002229
2009,trn,man,0.000000000000953
2005,trn,man,0.000000000028439
2006,trn,man,0.000000000068193
2012,trn,man,0.000000000001785
2014,trn,man,0.000000000009206
2013,trn,man,0.000000000006769
1999,trn,man,0.000000000003963
2002,trn,man,0.000000000016331
2017,trn,man,0.000000000005600
2016,trn,man,0.000000000007603
2015,trn,man,0.000000000016660
1998,trn,man,0.000000000001381
2004,trn,man,0.000000000024471
2000,trn,man,0.000000000008996
1997,trn,man,0.000000000003719
2007,trn,man,0.000000000001371
2010,trn,man,0.000000000000422
2003,trn,man,0.000000000019028
2011,trn,man,0.000000000000814
2001,trn,man,0.000000000005334
2008,trd,man,0.000000000002210
2009,trd,man,0.000000000000943
2005,trd,man,0.000000000028008
2006,trd,man,0.000000000067149
2012,trd,man,0.000000000001769
2014,trd,man,0.000000000009135
2013,trd,man,0.000000000006710
1999,trd,man,0.000000000003931
2002,trd,man,0.000000000016197
2017,trd,man,0.000000000005574
2016,trd,man,0.000000000007561
2015,trd,man,0.000000000016547
1998,trd,man,0.000000000001372
2004,trd,man,0.000000000024187
2000,trd,man,0.000000000008931
1997,trd,man,0.000000000003701
2007,trd,man,0.000000000001356
2010,trd,man,0.000000000000417
2003,trd,man,0.000000000018883
2011,trd,man,0.000000000000808
2001,trd,man,0.000000000005286
2008,trn,mch,10.841458552124000
2009,trn,mch,8.718068201104330
2005,trn,mch,9.023489928154730
2006,trn,mch,10.032491283918700
2012,trn,mch,15.461884559143600
2014,trn,mch,17.337815744655300
2013,trn,mch,15.117756821179900
1999,trn,mch,5.871173320916310
2002,trn,mch,7.290543827882220
2017,trn,mch,16.270510370847000
2016,trn,mch,15.421377478571800
2015,trn,mch,16.631574765443000
1998,trn,mch,5.981065673204250
2004,trn,mch,8.091651025019910
2000,trn,mch,6.539351505822640
1997,trn,mch,5.612051753438520
2007,trn,mch,10.607658990754200
2010,trn,mch,12.211485629126400
2003,trn,mch,7.403488146656810
2011,trn,mch,14.030997327493100
2001,trn,mch,6.769527908149390
2008,trd,mch,111.681286399916000
2009,trd,mch,94.268130478470500
2005,trd,mch,97.910937645631000
2006,trd,mch,102.548109333448000
2012,trd,mch,152.727469759135000
2014,trd,mch,163.673239723487000
2013,trd,mch,155.102997946202000
1999,trd,mch,79.068215809149000
2002,trd,mch,77.454989124834900
2017,trd,mch,170.062657435172000
2016,trd,mch,161.084839326681000
2015,trd,mch,164.207750227411000
1998,trd,mch,76.260278718696900
2004,trd,mch,89.989628085512700
2000,trd,mch,83.537971008468600
1997,trd,mch,67.634112701751500
2007,trd,mch,105.742838196264000
2010,trd,mch,117.124782343434000
2003,trd,mch,82.283049472463600
2011,trd,mch,134.658951019515000
2001,trd,mch,78.907176956831600
2008,trn,dat,0.000000000002232
2009,trn,dat,0.000000000000952
2005,trn,dat,0.000000000028525
2006,trn,dat,0.000000000068450
2012,trn,dat,0.000000000001787
2014,trn,dat,0.000000000009190
2013,trn,dat,0.000000000006764
1999,trn,dat,0.000000000003944
2002,trn,dat,0.000000000016252
2017,trn,dat,0.000000000005575
2016,trn,dat,0.000000000007586
2015,trn,dat,0.000000000016627
1998,trn,dat,0.000000000001369
2004,trn,dat,0.000000000024424
2000,trn,dat,0.000000000008958
1997,trn,dat,0.000000000003691
2007,trn,dat,0.000000000001372
2010,trn,dat,0.000000000000423
2003,trn,dat,0.000000000018919
2011,trn,dat,0.000000000000815
2001,trn,dat,0.000000000005307
2008,trd,dat,0.000000000002213
2009,trd,dat,0.000000000000942
2005,trd,dat,0.000000000028097
2006,trd,dat,0.000000000067411
2012,trd,dat,0.000000000001771
2014,trd,dat,0.000000000009120
2013,trd,dat,0.000000000006706
1999,trd,dat,0.000000000003913
2002,trd,dat,0.000000000016119
2017,trd,dat,0.000000000005549
2016,trd,dat,0.000000000007545
2015,trd,dat,0.000000000016514
1998,trd,dat,0.000000000001360
2004,trd,dat,0.000000000024142
2000,trd,dat,0.000000000008894
1997,trd,dat,0.000000000003673
2007,trd,dat,0.000000000001356
2010,trd,dat,0.000000000000418
2003,trd,dat,0.000000000018775
2011,trd,dat,0.000000000000808
2001,trd,dat,0.000000000005260
2008,trn,amd,0.000000000002241
2009,trn,amd,0.000000000000956
2005,trn,amd,0.000000000028626
2006,trn,amd,0.000000000068701
2012,trn,amd,0.000000000001798
2014,trn,amd,0.000000000009244
2013,trn,amd,0.000000000006803
1999,trn,amd,0.000000000003979
2002,trn,amd,0.000000000016400
2017,trn,amd,0.000000000005611
2016,trn,amd,0.000000000007613
2015,trn,amd,0.000000000016676
1998,trn,amd,0.000000000001386
2004,trn,amd,0.000000000024565
2000,trn,amd,0.000000000009028
1997,trn,amd,0.000000000003728
2007,trn,amd,0.000000000001379
2010,trn,amd,0.000000000000424
2003,trn,amd,0.000000000019103
2011,trn,amd,0.000000000000818
2001,trn,amd,0.000000000005360
2008,trd,amd,0.000000000002222
2009,trd,amd,0.000000000000946
2005,trd,amd,0.000000000028194
2006,trd,amd,0.000000000067654
2012,trd,amd,0.000000000001781
2014,trd,amd,0.000000000009173
2013,trd,amd,0.000000000006744
1999,trd,amd,0.000000000003948
2002,trd,amd,0.000000000016266
2017,trd,amd,0.000000000005585
2016,trd,amd,0.000000000007571
2015,trd,amd,0.000000000016563
1998,trd,amd,0.000000000001377
2004,trd,amd,0.000000000024281
2000,trd,amd,0.000000000008963
1997,trd,amd,0.000000000003710
2007,trd,amd,0.000000000001364
2010,trd,amd,0.000000000000419
2003,trd,amd,0.000000000018958
2011,trd,amd,0.000000000000812
2001,trd,amd,0.000000000005313
2008,trn,oil,35.826349102969200
2009,trn,oil,29.665799086086300
2005,trn,oil,24.352691408950800
2006,trn,oil,26.174614738618200
2012,trn,oil,45.132944527940500
2014,trn,oil,54.012840507782400
2013,trn,oil,48.837290162212300
1999,trn,oil,24.948547384747000
2002,trn,oil,22.989953483438600
2017,trn,oil,53.247220007998800
2016,trn,oil,50.660834327210000
2015,trn,oil,52.739060649423000
1998,trn,oil,24.482914705950000
2004,trn,oil,24.170519517623800
2000,trn,oil,24.070467443070300
1997,trn,oil,24.648255749059000
2007,trn,oil,28.061076494332200
2010,trn,oil,36.735502665190700
2003,trn,oil,23.434240919260300
2011,trn,oil,42.519021689613400
2001,trn,oil,23.429719872561500
2008,trd,oil,10.365171471771100
2009,trd,oil,7.492785369852610
2005,trd,oil,5.786889303788680
2006,trd,oil,7.060019954612080
2012,trd,oil,12.582214599206000
2014,trd,oil,13.020168143398600
2013,trd,oil,13.446957071094600
1999,trd,oil,3.370696778227020
2002,trd,oil,3.055639876633960
2017,trd,oil,10.261889852511200
2016,trd,oil,8.817237590272090
2015,trd,oil,9.993932942928420
1998,trd,oil,3.203374994307970
2004,trd,oil,5.018813788546600
2000,trd,oil,4.101268316584130
1997,trd,oil,3.764079177300650
2007,trd,oil,8.121491689055900
2010,trd,oil,8.518514615253560
2003,trd,oil,3.967765400121590
2011,trd,oil,11.139512887597500
2001,trd,oil,3.591412809629440
2008,trn,hos,0.000000000002238
2009,trn,hos,0.000000000000954
2005,trn,hos,0.000000000028544
2006,trn,hos,0.000000000068539
2012,trn,hos,0.000000000001795
2014,trn,hos,0.000000000009237
2013,trn,hos,0.000000000006796
1999,trn,hos,0.000000000003985
2002,trn,hos,0.000000000016407
2017,trn,hos,0.000000000005615
2016,trn,hos,0.000000000007614
2015,trn,hos,0.000000000016665
1998,trn,hos,0.000000000001388
2004,trn,hos,0.000000000024506
2000,trn,hos,0.000000000009038
1997,trn,hos,0.000000000003732
2007,trn,hos,0.000000000001377
2010,trn,hos,0.000000000000423
2003,trn,hos,0.000000000019098
2011,trn,hos,0.000000000000816
2001,trn,hos,0.000000000005367
2008,trd,hos,0.000000000002219
2009,trd,hos,0.000000000000944
2005,trd,hos,0.000000000028113
2006,trd,hos,0.000000000067493
2012,trd,hos,0.000000000001778
2014,trd,hos,0.000000000009166
2013,trd,hos,0.000000000006737
1999,trd,hos,0.000000000003953
2002,trd,hos,0.000000000016272
2017,trd,hos,0.000000000005588
2016,trd,hos,0.000000000007572
2015,trd,hos,0.000000000016552
1998,trd,hos,0.000000000001379
2004,trd,hos,0.000000000024222
2000,trd,hos,0.000000000008973
1997,trd,hos,0.000000000003713
2007,trd,hos,0.000000000001362
2010,trd,hos,0.000000000000418
2003,trd,hos,0.000000000018952
2011,trd,hos,0.000000000000810
2001,trd,hos,0.000000000005319
2008,trn,rnt,0.000000000002224
2009,trn,rnt,0.000000000000948
2005,trn,rnt,0.000000000028348
2006,trn,rnt,0.000000000068039
2012,trn,rnt,0.000000000001781
2014,trn,rnt,0.000000000009167
2013,trn,rnt,0.000000000006744
1999,trn,rnt,0.000000000003960
2002,trn,rnt,0.000000000016302
2017,trn,rnt,0.000000000005584
2016,trn,rnt,0.000000000007578
2015,trn,rnt,0.000000000016585
1998,trn,rnt,0.000000000001380
2004,trn,rnt,0.000000000024374
2000,trn,rnt,0.000000000008985
1997,trn,rnt,0.000000000003714
2007,trn,rnt,0.000000000001367
2010,trn,rnt,0.000000000000421
2003,trn,rnt,0.000000000018983
2011,trn,rnt,0.000000000000811
2001,trn,rnt,0.000000000005331
2008,trd,rnt,0.000000000002204
2009,trd,rnt,0.000000000000939
2005,trd,rnt,0.000000000027920
2006,trd,rnt,0.000000000067002
2012,trd,rnt,0.000000000001765
2014,trd,rnt,0.000000000009097
2013,trd,rnt,0.000000000006685
1999,trd,rnt,0.000000000003928
2002,trd,rnt,0.000000000016169
2017,trd,rnt,0.000000000005558
2016,trd,rnt,0.000000000007536
2015,trd,rnt,0.000000000016472
1998,trd,rnt,0.000000000001371
2004,trd,rnt,0.000000000024092
2000,trd,rnt,0.000000000008921
1997,trd,rnt,0.000000000003697
2007,trd,rnt,0.000000000001352
2010,trd,rnt,0.000000000000416
2003,trd,rnt,0.000000000018838
2011,trd,rnt,0.000000000000805
2001,trd,rnt,0.000000000005283
2008,trn,pla,5.098731322426720
2009,trn,pla,4.130471520825970
2005,trn,pla,4.769387739305840
2006,trn,pla,5.078902220087140
2012,trn,pla,5.144967051924850
2014,trn,pla,5.837808532181810
2013,trn,pla,5.395829243782830
1999,trn,pla,4.224803842943470
2002,trn,pla,3.642079680546170
2017,trn,pla,6.248925915077360
2016,trn,pla,6.091230358111700
2015,trn,pla,6.281826488581550
1998,trn,pla,3.898646947460960
2004,trn,pla,4.322234642490800
2000,trn,pla,4.359101959541030
1997,trn,pla,3.547404020662180
2007,trn,pla,5.326804427963200
2010,trn,pla,4.072581402488750
2003,trn,pla,3.853393889888470
2011,trn,pla,4.532367856084760
2001,trn,pla,3.946158487891530
2008,trd,pla,68.145601390942000
2009,trd,pla,61.906131840928000
2005,trd,pla,59.371431119370300
2006,trd,pla,64.796171435883500
2012,trd,pla,83.605464328664000
2014,trd,pla,91.626771132345500
2013,trd,pla,87.116386809851400
1999,trd,pla,46.119494942233400
2002,trd,pla,47.754290211841000
2017,trd,pla,96.681879451546700
2016,trd,pla,95.119632141265800
2015,trd,pla,94.051519480421200
1998,trd,pla,42.851862009757300
2004,trd,pla,54.485660826372600
2000,trd,pla,47.192955568787900
1997,trd,pla,43.142124211138900
2007,trd,pla,66.769127619067100
2010,trd,pla,68.872840551541200
2003,trd,pla,49.089359440751000
2011,trd,pla,74.166168193133600
2001,trd,pla,46.459040672240500
2008,trn,fof,3.018664972860370
2009,trn,fof,2.732631643564480
2005,trn,fof,3.384000215582200
2006,trn,fof,3.500372035179320
2012,trn,fof,3.253143926528110
2014,trn,fof,3.581923444539870
2013,trn,fof,3.307539460099820
1999,trn,fof,2.606231355790430
2002,trn,fof,2.107755406274700
2017,trn,fof,4.545277287305060
2016,trn,fof,4.486982786043200
2015,trn,fof,4.142249359916090
1998,trn,fof,2.412413874092460
2004,trn,fof,2.966806112511150
2000,trn,fof,2.088590696167520
1997,trn,fof,2.094708756076640
2007,trn,fof,2.924371954150970
2010,trn,fof,3.035964786381940
2003,trn,fof,2.437737490517340
2011,trn,fof,3.283663555498620
2001,trn,fof,2.261417146397850
2008,trd,fof,6.984535154294040
2009,trd,fof,5.581143941931090
2005,trd,fof,7.399699964040950
2006,trd,fof,7.398535263738690
2012,trd,fof,9.664594333333790
2014,trd,fof,10.503284110727000
2013,trd,fof,9.687396511385420
1999,trd,fof,7.173747028053810
2002,trd,fof,6.814486644108350
2017,trd,fof,10.509081316084600
2016,trd,fof,9.417880929640470
2015,trd,fof,9.243084007060510
1998,trd,fof,6.328199108641090
2004,trd,fof,7.319161340771440
2000,trd,fof,6.433461518482490
1997,trd,fof,6.360878558370860
2007,trd,fof,7.170528843138240
2010,trd,fof,7.828452113139460
2003,trd,fof,6.779199373747960
2011,trd,fof,9.805964819921690
2001,trd,fof,6.022091645897340
2008,trn,fin,0.000000000002245
2009,trn,fin,0.000000000000956
2005,trn,fin,0.000000000028590
2006,trn,fin,0.000000000068647
2012,trn,fin,0.000000000001800
2014,trn,fin,0.000000000009249
2013,trn,fin,0.000000000006814
1999,trn,fin,0.000000000003992
2002,trn,fin,0.000000000016423
2017,trn,fin,0.000000000005629
2016,trn,fin,0.000000000007626
2015,trn,fin,0.000000000016697
1998,trn,fin,0.000000000001392
2004,trn,fin,0.000000000024539
2000,trn,fin,0.000000000009050
1997,trn,fin,0.000000000003742
2007,trn,fin,0.000000000001379
2010,trn,fin,0.000000000000425
2003,trn,fin,0.000000000019112
2011,trn,fin,0.000000000000819
2001,trn,fin,0.000000000005375
2008,trd,fin,0.000000000002225
2009,trd,fin,0.000000000000946
2005,trd,fin,0.000000000028158
2006,trd,fin,0.000000000067598
2012,trd,fin,0.000000000001784
2014,trd,fin,0.000000000009178
2013,trd,fin,0.000000000006755
1999,trd,fin,0.000000000003960
2002,trd,fin,0.000000000016288
2017,trd,fin,0.000000000005603
2016,trd,fin,0.000000000007583
2015,trd,fin,0.000000000016583
1998,trd,fin,0.000000000001383
2004,trd,fin,0.000000000024254
2000,trd,fin,0.000000000008985
1997,trd,fin,0.000000000003724
2007,trd,fin,0.000000000001363
2010,trd,fin,0.000000000000420
2003,trd,fin,0.000000000018966
2011,trd,fin,0.000000000000813
2001,trd,fin,0.000000000005327
2008,trn,tsv,0.000000000002240
2009,trn,tsv,0.000000000000952
2005,trn,tsv,0.000000000028477
2006,trn,tsv,0.000000000068331
2012,trn,tsv,0.000000000001789
2014,trn,tsv,0.000000000009195
2013,trn,tsv,0.000000000006768
1999,trn,tsv,0.000000000003966
2002,trn,tsv,0.000000000016342
2017,trn,tsv,0.000000000005615
2016,trn,tsv,0.000000000007605
2015,trn,tsv,0.000000000016652
1998,trn,tsv,0.000000000001382
2004,trn,tsv,0.000000000024438
2000,trn,tsv,0.000000000008994
1997,trn,tsv,0.000000000003712
2007,trn,tsv,0.000000000001373
2010,trn,tsv,0.000000000000423
2003,trn,tsv,0.000000000019021
2011,trn,tsv,0.000000000000816
2001,trn,tsv,0.000000000005347
2008,trd,tsv,0.000000000002221
2009,trd,tsv,0.000000000000942
2005,trd,tsv,0.000000000028048
2006,trd,tsv,0.000000000067290
2012,trd,tsv,0.000000000001772
2014,trd,tsv,0.000000000009125
2013,trd,tsv,0.000000000006710
1999,trd,tsv,0.000000000003934
2002,trd,tsv,0.000000000016208
2017,trd,tsv,0.000000000005589
2016,trd,tsv,0.000000000007563
2015,trd,tsv,0.000000000016540
1998,trd,tsv,0.000000000001373
2004,trd,tsv,0.000000000024157
2000,trd,tsv,0.000000000008930
1997,trd,tsv,0.000000000003694
2007,trd,tsv,0.000000000001358
2010,trd,tsv,0.000000000000417
2003,trd,tsv,0.000000000018876
2011,trd,tsv,0.000000000000809
2001,trd,tsv,0.000000000005299
2008,trn,nrs,0.000000000002242
2009,trn,nrs,0.000000000000957
2005,trn,nrs,0.000000000028614
2006,trn,nrs,0.000000000068687
2012,trn,nrs,0.000000000001799
2014,trn,nrs,0.000000000009267
2013,trn,nrs,0.000000000006816
1999,trn,nrs,0.000000000003998
2002,trn,nrs,0.000000000016458
2017,trn,nrs,0.000000000005637
2016,trn,nrs,0.000000000007640
2015,trn,nrs,0.000000000016726
1998,trn,nrs,0.000000000001394
